"","x"
"4160",6604
"4161",114884
"4162",399
"4163",9201
"4164",4300
"4165",55229
"4166",117246
"4167",64418
"4168",23065
"4169",5307
"4170",1407
"4171",80173
"4172",7026
"4173",5425
"4174",2258
"4175",118
"4176",2274
"4177",5688
"4178",1307
"4179",54877
"4180",9197
"4181",56882
"4182",2530
"4183",5914
"4184",6902
"4185",51454
"4186",9618
"4187",7102
"4188",3479
"4189",9582
"4190",22891
"4191",131578
"4192",55109
"4193",2873
"4194",92815
"4195",11146
"4196",9263
"4197",6904
"4198",3988
"4199",5118
"4200",11261
"4201",4313
"4202",6146
"4203",2149
"4204",8548
"4205",3084
"4206",9314
"4207",7353
"4208",9488
"4209",79595
"4210",23001
"4211",90
"4212",10904
"4213",7098
"4214",55907
"4215",6664
"4216",4613
"4217",9590
"4218",51642
"4219",25874
"4220",677
"4221",10170
"4222",55128
"4223",23252
"4224",1645
"4225",10527
"4226",1052
"4227",5746
"4228",54741
"4229",5175
"4230",90410
"4231",91754
"4232",54805
"4233",8209
"4234",55286
"4235",7803
"4236",51380
"4237",8496
"4238",114908
"4239",2079
"4240",3800
"4241",80349
"4242",1026
"4243",990
"4244",8894
"4245",60509
"4246",657
"4247",8935
"4248",25776
"4249",10282
"4250",55347
"4251",54836
"4252",4913
"4253",7444
"4254",1487
"4255",7336
"4256",23163
"4257",6745
"4258",26175
"4259",55288
"4260",2774
"4261",1788
"4262",1329
"4263",107
"4264",1479
"4265",919
"4266",2260
"4267",50615
"4268",64746
"4269",7074
"4270",4222
"4271",56913
"4272",608
"4273",4111
"4274",9601
"4275",27335
"4276",28
"4277",11011
"4278",6494
"4279",2941
"4280",54552
"4281",6282
"4282",23012
"4283",8459
"4284",3831
"4285",58513
"4286",23174
"4287",4123
"4288",22837
"4289",6768
"4290",4820
"4291",1725
"4292",7474
"4293",22887
"4294",7320
"4295",9076
"4296",10102
"4297",7692
"4298",8500
"4299",55272
"4300",55638
"4301",3015
"4302",7317
"4303",93349
"4304",22941
"4305",7728
"4306",55032
"4307",3119
"4308",3384
"4309",55257
"4310",8409
"4311",5479
"4312",80010
"4313",528
"4314",4750
"4315",9403
"4316",529
"4317",10535
"4318",55777
"4319",10529
"4320",8651
"4321",55218
"4322",4502
"4323",64759
"4324",267
"4325",149111
"4326",10486
"4327",8639
"4328",10278
"4329",6390
"4330",11232
"4331",114882
"4332",3149
"4333",6993
"4334",1741
"4335",9858
"4336",9404
"4337",6921
"4338",8665
"4339",3131
"4340",10069
"4341",57826
"4342",144404
"4343",633
"4344",9683
"4345",4256
"4346",4246
"4347",24140
"4348",9611
"4349",3638
"4350",8630
"4351",57496
"4352",8099
"4353",5903
"4354",3632
"4355",8140
"4356",8863
"4357",3087
"4358",6150
"4359",4430
"4360",54878
"4361",8741
"4362",50813
"4363",22890
"4364",65993
"4365",5481
"4366",5730
"4367",5584
"4368",1123
"4369",117178
"4370",23704
"4371",8976
"4372",8801
"4373",3182
"4374",10973
"4375",139322
"4376",84561
"4377",889
"4378",10626
"4379",2965
"4380",6929
"4381",8992
"4382",1717
"4383",27122
"4384",9604
"4385",9898
"4386",7284
"4387",54726
"4388",1936
"4389",5805
"4390",9521
"4391",9627
"4392",5147
"4393",9867
"4394",64761
"4395",8030
"4396",25950
"4397",51603
"4398",6520
"4399",5947
"4400",55837
"4401",9452
"4402",79658
"4403",9669
"4404",1675
"4405",10579
"4406",54477
"4407",4758
"4408",58487
"4409",10428
"4410",7024
"4411",3176
"4412",22877
"4413",9790
"4414",5796
"4415",3077
"4416",10175
"4417",643699
"4418",4493
"4419",55255
"4420",8239
"4421",26585
"4422",7841
"4423",1841
"4424",23355
"4425",26286
"4426",4482
"4427",831
"4428",1909
"4429",3297
"4430",23071
"4431",4139
"4432",59342
"4433",7041
"4434",55607
"4435",4733
"4436",896
"4437",26751
"4438",1665
"4439",29914
"4440",9187
"4441",9516
"4442",55615
"4443",51428
"4444",725
"4445",64499
"4446",1070
"4447",51388
"4448",816
"4449",81839
"4450",55914
"4451",341
"4452",80164
"4453",80775
"4454",9559
"4455",54453
"4456",55631
"4457",1456
"4458",5983
"4459",6715
"4460",51599
"4461",10628
"4462",4706
"4463",163
"4464",57608
"4465",10457
"4466",1459
"4467",9445
"4468",9637
"4469",1601
"4470",55714
"4471",1282
"4472",23256
"4473",304
"4474",54919
"4475",28639
"4476",6874
"4477",8867
"4478",23150
"4479",57007
"4480",10020
"4481",56954
"4482",11056
"4483",6883
"4484",7754
"4485",2729
"4486",10062
"4487",1979
"4488",7994
"4489",1962
"4490",79670
"4491",3399
"4492",1627
"4493",84975
"4494",54505
"4495",6924
"4496",183
"4497",23421
"4498",4582
"4499",2551
"4500",11052
"4501",7375
"4502",26136
"4503",6747
"4504",3655
"4505",9620
"4506",2308
"4507",23414
"4508",55827
"4509",5516
"4510",28974
"4511",57515
"4512",287
"4513",8843
"4514",7181
"4515",5496
"4516",7529
"4517",79646
"4518",6513
"4519",5826
"4520",5901
"4521",3791
"4522",10615
"4523",8819
"4524",375056
"4525",55204
"4526",81578
"4527",8470
"4528",10365
"4529",55577
"4530",84196
"4531",540
"4532",11231
"4533",4775
"4534",9903
"4535",84619
"4536",79697
"4537",353
"4538",9
"4539",1634
"4540",10899
"4541",54737
"4542",6891
"4543",389677
"4544",6468
"4545",80232
"4546",55658
"4547",9538
"4548",5439
"4549",10987
"4550",221443
"4551",2005
"4552",5502
"4553",23201
"4554",23593
"4555",51098
"4556",7082
"4557",128
"4558",79153
"4559",4897
"4560",3326
"4561",5827
"4562",27306
"4563",9946
"4564",2191
"4565",80267
"4566",26509
"4567",2896
"4568",54520
"4569",8857
"4570",10767
"4571",8530
"4572",23168
"4573",25875
"4574",8452
"4575",5192
"4576",79796
"4577",9584
"4578",63933
"4579",5603
"4580",170960
"4581",51107
"4582",10075
"4583",4121
"4584",3421
"4585",56901
"4586",5862
"4587",8295
"4588",5037
"4589",4477
"4590",517
"4591",9587
"4592",10221
"4593",92140
"4594",9524
"4595",8644
"4596",2309
"4597",8487
"4598",5128
"4599",6297
"4600",51560
"4601",23283
"4602",8605
"4603",5494
"4604",8870
"4605",5728
"4606",5790
"4607",51141
"4608",4722
"4609",7551
"4610",2968
"4611",8089
"4612",55506
"4613",55765
"4614",2717
"4615",57706
"4616",10525
"4617",10856
"4618",7490
"4619",65983
"4620",2495
"4621",5446
"4622",10781
"4623",25959
"4624",5476
"4625",3093
"4626",79568
"4627",8803
"4628",90338
"4629",402
"4630",51729
"4631",2150
"4632",2532
"4633",7167
"4634",11179
"4635",9804
"4636",490
"4637",90121
"4638",3490
"4639",9037
"4640",80237
"4641",10600
"4642",10286
"4643",3329
"4644",56940
"4645",25994
"4646",8841
"4647",11316
"4648",9732
"4649",7277
"4650",6204
"4651",6867
"4652",1737
"4653",64112
"4654",2475
"4655",51321
"4656",27332
"4657",54438
"4658",10370
"4659",54554
"4660",64764
"4661",3570
"4662",114897
"4663",2987
"4664",5684
"4665",10859
"4666",4074
"4667",9956
"4668",1300
"4669",767
"4670",1294
"4671",7572
"4672",3914
"4673",3280
"4674",55062
"4675",10046
"4676",7357
"4677",6793
"4678",8835
"4679",360
"4680",28985
"4681",56967
"4682",283
"4683",22930
"4684",79086
"4685",56681
"4686",2246
"4687",5184
"4688",7750
"4689",5087
"4690",5898
"4691",51728
"4692",4627
"4693",6744
"4694",5527
"4695",1824
"4696",26050
"4697",224
"4698",79652
"4699",6879
"4700",5789
"4701",7422
"4702",22836
"4703",56180
"4704",55505
"4705",9092
"4706",1942
"4707",4173
"4708",9170
"4709",65265
"4710",79364
"4711",1495
"4712",10951
"4713",1647
"4714",51094
"4715",79023
"4716",28969
"4717",113251
"4718",100506658
"4719",10605
"4720",5529
"4721",6129
"4722",11083
"4723",51659
"4724",6748
"4725",6713
"4726",894
"4727",29851
"4728",8760
"4729",10846
"4730",10105
"4731",283537
"4732",2739
"4733",1594
"4734",8543
"4735",55041
"4736",55729
"4737",10397
"4738",8833
"4739",83480
"4740",55764
"4741",55070
"4742",1646
"4743",757
"4744",5547
"4745",7851
"4746",50617
"4747",3983
"4748",7029
"4749",57794
"4750",51512
"4751",11325
"4752",7164
"4753",10180
"4754",11193
"4755",10671
"4756",3295
"4757",10342
"4758",8672
"4759",51002
"4760",23186
"4761",6812
"4762",51375
"4763",5573
"4764",90480
"4765",835
"4766",83442
"4767",51651
"4768",9169
"4769",5165
"4770",9802
"4771",57758
"4772",5921
"4773",955
"4774",6728
"4775",8241
"4776",23438
"4777",23263
"4778",51704
"4779",23556
"4780",9306
"4781",3419
"4782",4016
"4783",11119
"4784",54910
"4785",10632
"4786",55269
"4787",4086
"4788",54386
"4789",6182
"4790",26151
"4791",65998
"4792",51118
"4793",5471
"4794",3064
"4795",10534
"4796",3838
"4797",22902
"4798",3954
"4799",9330
"4800",2630
"4801",4552
"4802",51752
"4803",56944
"4804",56255
"4805",4700
"4806",4729
"4807",55366
"4808",9652
"4809",3858
"4810",5930
"4811",9070
"4812",7553
"4813",51226
"4814",80135
"4815",28971
"4816",54344
"4817",2842
"4818",9685
"4819",2078
"4820",5950
"4821",55258
"4822",3754
"4823",6166
"4824",6925
"4825",2188
"4826",29928
"4827",2121
"4828",6727
"4829",57146
"4830",55181
"4831",6810
"4832",25949
"4833",22828
"4834",51575
"4835",29982
"4836",63894
"4837",718
"4838",11196
"4839",2107
"4840",9111
"4841",9694
"4842",2639
"4843",23028
"4844",4325
"4845",2287
"4846",9592
"4847",266655
"4848",54069
"4849",219699
"4850",5111
"4851",155400
"4852",51567
"4853",1975
"4854",29
"4855",64417
"4856",7145
"4857",2161
"4858",25820
"4859",51296
"4860",79902
"4861",8805
"4862",7763
"4863",9215
"4864",51315
"4865",9874
"4866",5937
"4867",7525
"4868",55251
"4869",10975
"4870",9131
"4871",23366
"4872",1277
"4873",29896
"4874",84939
"4875",8788
"4876",96764
"4877",976
"4878",2524
"4879",51668
"4880",8914
"4881",1289
"4882",28998
"4883",1374
"4884",5154
"4885",3155
"4886",10766
"4887",5704
"4888",2631
"4889",54733
"4890",5199
"4891",26960
"4892",665
"4893",9128
"4894",23054
"4895",23286
"4896",55076
"4897",56548
"4898",6936
"4899",64747
"4900",51686
"4901",51124
"4902",3398
"4903",5782
"4904",10245
"4905",26018
"4906",11336
"4907",644096
"4908",9462
"4909",11031
"4910",55636
"4911",2339
"4912",5885
"4913",8243
"4914",6990
"4915",8718
"4916",163486
"4917",60496
"4918",1978
"4919",3006
"4920",84864
"4921",687
"4922",5141
"4923",9370
"4924",3964
"4925",375449
"4926",23262
"4927",63920
"4928",28958
"4929",10351
"4930",4134
"4931",27341
"4932",80308
"4933",2747
"4934",64328
"4935",80157
"4936",8703
"4937",1605
"4938",10161
"4939",132
"4940",23505
"4941",29087
"4942",23173
"4943",79657
"4944",3337
"4945",6857
"4946",79577
"4947",9878
"4948",10753
"4949",6662
"4950",51174
"4951",11103
"4952",54971
"4953",51386
"4954",192669
"4955",1666
"4956",79718
"4957",8932
"4958",311
"4959",79746
"4960",137886
"4961",3488
"4962",58478
"4963",51747
"4964",23253
"4965",64943
"4966",6923
"4967",4675
"4968",10929
"4969",5144
"4970",23607
"4971",80063
"4972",65108
"4973",29922
"4974",8416
"4975",4885
"4976",79158
"4977",2550
"4978",27244
"4979",51735
"4980",7060
"4981",5287
"4982",3537
"4983",2953
"4984",55092
"4985",51433
"4986",29117
"4987",3429
"4988",5928
"4989",55112
"4990",5286
"4991",54148
"4992",7110
"4993",1349
"4994",54998
"4995",5649
"4996",3306
"4997",8974
"4998",79673
"4999",10732
"5000",4798
"5001",10538
"5002",51727
"5003",645745
"5004",4924
"5005",7407
"5006",10742
"5007",9948
"5008",10196
"5009",51138
"5010",374868
"5011",5723
"5012",50865
"5013",63931
"5014",56829
"5015",1837
"5016",80067
"5017",9547
"5018",56948
"5019",55240
"5020",4601
"5021",154
"5022",1001
"5023",216
"5024",8826
"5025",55850
"5026",6184
"5027",26053
"5028",1432
"5029",56994
"5030",57707
"5031",55294
"5032",90627
"5033",10121
"5034",51552
"5035",10137
"5036",91316
"5037",1763
"5038",55367
"5039",3939
"5040",51133
"5041",23401
"5042",8754
"5043",50814
"5044",4060
"5045",28952
"5046",150
"5047",9183
"5048",1033
"5049",3485
"5050",2067
"5051",5281
"5052",51447
"5053",9184
"5054",155066
"5055",65220
"5056",81855
"5057",1902
"5058",2926
"5059",960
"5060",5986
"5061",9891
"5062",54898
"5063",7010
"5064",10204
"5065",3281
"5066",10150
"5067",79064
"5068",10563
"5069",55197
"5070",57472
"5071",55227
"5072",727
"5073",10135
"5074",23471
"5075",2271
"5076",6723
"5077",9554
"5078",55156
"5079",10762
"5080",11000
"5081",10944
"5082",11319
"5083",81873
"5084",55009
"5085",7485
"5086",5119
"5087",84162
"5088",10668
"5089",57326
"5090",9588
"5091",54539
"5092",54732
"5093",5638
"5094",9687
"5095",4713
"5096",1356
"5097",115939
"5098",8673
"5099",92482
"5100",7707
"5101",7078
"5102",55500
"5103",10603
"5104",9044
"5105",29966
"5106",10681
"5107",1192
"5108",6122
"5109",26523
"5110",1460
"5111",23385
"5112",5594
"5113",64219
"5114",1429
"5115",1212
"5116",1385
"5117",170680
"5118",4739
"5119",26256
"5120",8266
"5121",6271
"5122",4495
"5123",3097
"5124",56924
"5125",404672
"5126",4232
"5127",2959
"5128",10067
"5129",55644
"5130",10726
"5131",811
"5132",79602
"5133",5469
"5134",6653
"5135",23092
"5136",3163
"5137",51143
"5138",55623
"5139",51351
"5140",11345
"5141",4708
"5142",5519
"5143",79171
"5144",165
"5145",2230
"5146",5691
"5147",55145
"5148",56995
"5149",1509
"5150",9100
"5151",55602
"5152",23473
"5153",6450
"5154",9897
"5155",1293
"5156",9927
"5157",6356
"5158",125
"5159",6597
"5160",64897
"5161",131544
"5162",222161
"5163",9914
"5164",2317
"5165",9766
"5166",79801
"5167",10432
"5168",10330
"5169",9439
"5170",4784
"5171",2487
"5172",55770
"5173",57763
"5174",1656
"5175",55357
"5176",51435
"5177",3720
"5178",23175
"5179",55706
"5180",7270
"5181",10094
"5182",387263
"5183",55742
"5184",138050
"5185",6431
"5186",23476
"5187",4283
"5188",1020
"5189",6193
"5190",58495
"5191",27258
"5192",51155
"5193",6599
"5194",51714
"5195",27286
"5196",54873
"5197",2348
"5198",1364
"5199",169611
"5200",54832
"5201",2650
"5202",9848
"5203",27173
"5204",25814
"5205",9767
"5206",488
"5207",3727
"5208",5328
"5209",5050
"5210",5861
"5211",1318
"5212",2760
"5213",2752
"5214",55435
"5215",2632
"5216",10664
"5217",178
"5218",138151
"5219",54707
"5220",55802
"5221",26118
"5222",1984
"5223",7326
"5224",10421
"5225",23338
"5226",79811
"5227",10267
"5228",25996
"5229",1513
"5230",5920
"5231",27130
"5232",51646
"5233",10857
"5234",11137
"5235",5797
"5236",8668
"5237",1893
"5238",642
"5239",1062
"5240",3145
"5241",22921
"5242",55769
"5243",10802
"5244",65986
"5245",54963
"5246",11098
"5247",3074
"5248",9997
"5249",53836
"5250",8520
"5251",81566
"5252",10795
"5253",11201
"5254",629
"5255",84747
"5256",51110
"5257",6047
"5258",3308
"5259",38
"5260",5162
"5261",187
"5262",9140
"5263",10147
"5264",4695
"5265",81689
"5266",79953
"5267",558
"5268",9063
"5269",91300
"5270",57099
"5271",29102
"5272",9289
"5273",9352
"5274",4015
"5275",10463
"5276",23395
"5277",79848
"5278",3603
"5279",26353
"5280",5877
"5281",5534
"5282",6999
"5283",51319
"5284",8790
"5285",10400
"5286",51339
"5287",1314
"5288",3495
"5289",6286
"5290",5925
"5291",29956
"5292",8562
"5293",23107
"5294",7518
"5295",23463
"5296",2803
"5297",59338
"5298",6196
"5299",6612
"5300",5018
"5301",4124
"5302",56945
"5303",8563
"5304",440434
"5305",6905
"5306",2627
"5307",1729
"5308",50650
"5309",9677
"5310",27344
"5311",1654
"5312",26003
"5313",7416
"5314",27032
"5315",9358
"5316",3512
"5317",54981
"5318",9659
"5319",27348
"5320",23753
"5321",1118
"5322",5537
"5323",10572
"5324",79080
"5325",26017
"5326",8331
"5327",9416
"5328",64795
"5329",9805
"5330",689
"5331",10159
"5332",54509
"5333",3500
"5334",5303
"5335",55106
"5336",51398
"5337",10211
"5338",4034
"5339",5305
"5340",22863
"5341",24145
"5342",2764
"5343",9546
"5344",7347
"5345",8028
"5346",6272
"5347",10614
"5348",55299
"5349",10388
"5350",51569
"5351",3126
"5352",60528
"5353",2059
"5354",22954
"5355",26039
"5356",9019
"5357",27235
"5358",3005
"5359",23203
"5360",1657
"5361",51601
"5362",10165
"5363",4952
"5364",51705
"5365",9830
"5366",5493
"5367",7292
"5368",6236
"5369",4287
"5370",81603
"5371",80310
"5372",4218
"5373",54826
"5374",93594
"5375",6018
"5376",27020
"5377",5935
"5378",8611
"5379",27252
"5380",9861
"5381",10430
"5382",23119
"5383",8743
"5384",51257
"5385",9886
"5386",4830
"5387",4594
"5388",5431
"5389",5190
"5390",32
"5391",1453
"5392",3665
"5393",23760
"5394",9531
"5395",7571
"5396",9456
"5397",159
"5398",397
"5399",9451
"5400",4176
"5401",1958
"5402",6634
"5403",55760
"5404",55000
"5405",901
"5406",3949
"5407",60314
"5408",8553
"5409",79447
"5410",7424
"5411",5875
"5412",91353
"5413",54521
"5414",2548
"5415",57211
"5416",51280
"5417",51547
"5418",23598
"5419",9557
"5420",10401
"5421",23507
"5422",51363
"5423",37
"5424",81831
"5425",9166
"5426",8908
"5427",9353
"5428",51506
"5429",112611
"5430",55191
"5431",2023
"5432",4940
"5433",4686
"5434",1580
"5435",4958
"5436",55692
"5437",4070
"5438",10336
"5439",5450
"5440",1350
"5441",2029
"5442",55655
"5443",65260
"5444",2677
"5445",3140
"5446",9454
"5447",51100
"5448",9110
"5449",26240
"5450",51123
"5451",55107
"5452",6453
"5453",23780
"5454",10213
"5455",56270
"5456",51015
"5457",25898
"5458",51021
"5459",273
"5460",8662
"5461",25849
"5462",22796
"5463",10699
"5464",730
"5465",54101
"5466",64769
"5467",1890
"5468",1653
"5469",3007
"5470",5744
"5471",65117
"5472",10938
"5473",347902
"5474",1365
"5475",8763
"5476",203
"5477",83483
"5478",5350
"5479",57124
"5480",1028
"5481",7433
"5482",5718
"5483",8076
"5484",8574
"5485",23352
"5486",8550
"5487",6535
"5488",5693
"5489",8799
"5490",54953
"5491",9324
"5492",1399
"5493",821
"5494",9555
"5495",11051
"5496",9556
"5497",7965
"5498",10758
"5499",10095
"5500",1739
"5501",4719
"5502",1462
"5503",64960
"5504",9146
"5505",2224
"5506",1389
"5507",83468
"5508",51499
"5509",5498
"5510",3094
"5511",50717
"5512",25998
"5513",55236
"5514",23313
"5515",9902
"5516",5515
"5517",27346
"5518",3839
"5519",989
"5520",4314
"5521",4043
"5522",23576
"5523",5025
"5524",51129
"5525",10224
"5526",55039
"5527",55423
"5528",10311
"5529",51035
"5530",10552
"5531",5440
"5532",23224
"5533",10651
"5534",81552
"5535",1603
"5536",57728
"5537",10228
"5538",55635
"5539",8661
"5540",57473
"5541",5142
"5542",902
"5543",55052
"5544",8038
"5545",10231
"5546",221749
"5547",9101
"5548",6678
"5549",79624
"5550",1843
"5551",10682
"5552",2235
"5553",80853
"5554",6426
"5555",468
"5556",9737
"5557",55776
"5558",79590
"5559",10193
"5560",7050
"5561",1475
"5562",23335
"5563",1296
"5564",1290
"5565",5781
"5566",7158
"5567",30000
"5568",63892
"5569",4681
"5570",28992
"5571",23142
"5572",4702
"5573",8418
"5574",10130
"5575",27249
"5576",21
"5577",4125
"5578",9849
"5579",54928
"5580",10970
"5581",7332
"5582",51611
"5583",2585
"5584",518
"5585",3321
"5586",4319
"5587",8260
"5588",26268
"5589",196740
"5590",11276
"5591",4850
"5592",6574
"5593",57111
"5594",9569
"5595",54958
"5596",23300
"5597",8507
"5598",10478
"5599",4063
"5600",54968
"5601",6504
"5602",8555
"5603",5104
"5604",8892
"5605",1299
"5606",1345
"5607",2888
"5608",3998
"5609",303
"5610",6746
"5611",7070
"5612",10393
"5613",8884
"5614",1662
"5615",1036
"5616",7536
"5617",6749
"5618",10694
"5619",64844
"5620",8483
"5621",55159
"5622",23052
"5623",6241
"5624",5174
"5625",55699
"5626",54948
"5627",50805
"5628",192286
"5629",3159
"5630",23291
"5631",79961
"5632",55763
"5633",64771
"5634",51303
"5635",7204
"5636",8187
"5637",79365
"5638",8467
"5639",7804
"5640",55745
"5641",22
"5642",11015
"5643",7175
"5644",9716
"5645",4000
"5646",2647
"5647",54537
"5648",7752
"5649",813
"5650",23400
"5651",7580
"5652",23064
"5653",9666
"5654",5217
"5655",26234
"5656",79077
"5657",5245
"5658",9949
"5659",6446
"5660",2799
"5661",57019
"5662",55226
"5663",11335
"5664",80184
"5665",50855
"5666",2321
"5667",10657
"5668",4724
"5669",29088
"5670",25915
"5671",147179
"5672",27109
"5673",10819
"5674",11212
"5675",6415
"5676",3117
"5677",6675
"5678",9079
"5679",8904
"5680",1629
"5681",1340
"5682",25978
"5683",7165
"5684",7058
"5685",4756
"5686",3241
"5687",285527
"5688",23492
"5689",6628
"5690",51150
"5691",2701
"5692",28986
"5693",5000
"5694",55893
"5695",8079
"5696",56474
"5697",10723
"5698",55860
"5699",7037
"5700",8165
"5701",253461
"5702",10155
"5703",120
"5704",8766
"5705",157567
"5706",5346
"5707",22938
"5708",5501
"5709",27309
"5710",58189
"5711",5887
"5712",6767
"5713",7057
"5714",3624
"5715",4809
"5716",7403
"5717",6636
"5718",1465
"5719",7739
"5720",5763
"5721",1124
"5722",2201
"5723",8623
"5724",10111
"5725",10468
"5726",8888
"5727",10935
"5728",9748
"5729",11017
"5730",8875
"5731",4323
"5732",3339
"5733",79139
"5734",80185
"5735",521
"5736",4091
"5737",55669
"5738",25966
"5739",80006
"5740",5690
"5741",113419
"5742",54499
"5743",56288
"5744",3958
"5745",8315
"5746",23528
"5747",81669
"5748",65125
"5749",8635
"5750",50848
"5751",3043
"5752",3615
"5753",9325
"5754",26355
"5755",868
"5756",23394
"5757",9920
"5758",9831
"5759",541578
"5760",6477
"5761",51185
"5762",58517
"5763",23513
"5764",23644
"5765",79918
"5766",10923
"5767",57470
"5768",29960
"5769",5715
"5770",8649
"5771",6059
"5772",25804
"5773",10252
"5774",6396
"5775",784
"5776",79072
"5777",6472
"5778",8727
"5779",29880
"5780",28831
"5781",60492
"5782",1615
"5783",1738
"5784",5695
"5785",5327
"5786",55002
"5787",3607
"5788",8761
"5789",3202
"5790",8522
"5791",2643
"5792",23774
"5793",51678
"5794",8404
"5795",1501
"5796",23363
"5797",3911
"5798",3728
"5799",1842
"5800",3688
"5801",10769
"5802",10884
"5803",8382
"5804",6205
"5805",55617
"5806",7013
"5807",64149
"5808",9231
"5809",9821
"5810",114932
"5811",5601
"5812",4534
"5813",23508
"5814",116496
"5815",28823
"5816",3014
"5817",112479
"5818",51411
"5819",1524
"5820",123803
"5821",10418
"5822",23608
"5823",5125
"5824",55179
"5825",11311
"5826",1855
"5827",51237
"5828",5423
"5829",6617
"5830",388650
"5831",23090
"5832",79155
"5833",6320
"5834",10567
"5835",11259
"5836",1468
"5837",3845
"5838",51477
"5839",28957
"5840",80209
"5841",54468
"5842",4213
"5843",56987
"5844",706
"5845",50515
"5846",23007
"5847",3514
"5848",80233
"5849",64754
"5850",56898
"5851",672
"5852",3276
"5853",51806
"5854",1108
"5855",51068
"5856",26521
"5857",23213
"5858",64848
"5859",10606
"5860",8915
"5861",100507436
"5862",6424
"5863",1556
"5864",5532
"5865",9520
"5866",11001
"5867",83658
"5868",10801
"5869",6493
"5870",5706
"5871",2962
"5872",79784
"5873",1281
"5874",2674
"5875",5201
"5876",57664
"5877",11047
"5878",998
"5879",79987
"5880",8839
"5881",1716
"5882",3685
"5883",26578
"5884",58486
"5885",2547
"5886",22868
"5887",79159
"5888",11066
"5889",7764
"5890",54463
"5891",6731
"5892",58477
"5893",1945
"5894",412
"5895",5987
"5896",55049
"5897",6198
"5898",10553
"5899",27351
"5900",57343
"5901",5228
"5902",1774
"5903",25833
"5904",2195
"5905",54922
"5906",2537
"5907",11234
"5908",59
"5909",4928
"5910",29115
"5911",2782
"5912",4802
"5913",54471
"5914",55296
"5915",60558
"5916",57209
"5917",7105
"5918",5464
"5919",4668
"5920",549
"5921",9217
"5922",10427
"5923",55858
"5924",64089
"5925",6430
"5926",5530
"5927",9482
"5928",8437
"5929",55748
"5930",7373
"5931",79733
"5932",1359
"5933",6733
"5934",3489
"5935",5631
"5936",23612
"5937",140
"5938",7016
"5939",57117
"5940",23063
"5941",23047
"5942",29796
"5943",221037
"5944",64080
"5945",5569
"5946",10247
"5947",80196
"5948",51121
"5949",22884
"5950",27257
"5951",3459
"5952",51204
"5953",51203
"5954",9788
"5955",4282
"5956",63924
"5957",6573
"5958",7534
"5959",23466
"5960",10238
"5961",220972
"5962",54585
"5963",201254
"5964",253943
"5965",100129361
"5966",10589
"5967",5396
"5968",22826
"5969",2935
"5970",84669
"5971",2132
"5972",2444
"5973",2197
"5974",80781
"5975",5300
"5976",9843
"5977",8565
"5978",1477
"5979",2788
"5980",56061
"5981",966
"5982",10144
"5983",80162
"5984",5204
"5985",3269
"5986",27333
"5987",7334
"5988",5597
"5989",56935
"5990",10521
"5991",10499
"5992",1200
"5993",4616
"5994",22882
"5995",23091
"5996",427
"5997",7475
"5998",5999
"5999",9868
"6000",90355
"6001",4338
"6002",2022
"6003",27107
"6004",23244
"6005",1009
"6006",79726
"6007",79415
"6008",2745
"6009",2719
"6010",7168
"6011",1545
"6012",48
"6013",11116
"6014",474170
"6015",56271
"6016",8989
"6017",5716
"6018",23191
"6019",80205
"6020",79876
"6021",51287
"6022",10808
"6023",57403
"6024",101928649
"6025",79623
"6026",9736
"6027",1522
"6028",29803
"6029",339229
"6030",4191
"6031",6464
"6032",51347
"6033",4999
"6034",734
"6035",23403
"6036",4054
"6037",8682
"6038",2200
"6039",9612
"6040",2787
"6041",9633
"6042",4591
"6043",605
"6044",825
"6045",10472
"6046",6655
"6047",25977
"6048",5589
"6049",514
"6050",1203
"6051",7417
"6052",9619
"6053",5747
"6054",4037
"6055",1327
"6056",3730
"6057",8723
"6058",6827
"6059",55194
"6060",55740
"6061",55851
"6062",2239
"6063",6729
"6064",5159
"6065",79184
"6066",5822
"6067",2099
"6068",5001
"6069",4147
"6070",10329
"6071",4891
"6072",79095
"6073",51042
"6074",4848
"6075",10735
"6076",6500
"6077",1112
"6078",2821
"6079",51693
"6080",7694
"6081",6668
"6082",10383
"6083",26009
"6084",2813
"6085",5683
"6086",3507
"6087",8491
"6088",23548
"6089",51016
"6090",8815
"6091",80155
"6092",60598
"6093",832
"6094",9375
"6095",23215
"6096",16
"6097",8073
"6098",7280
"6099",23116
"6100",7450
"6101",1802
"6102",210
"6103",773
"6104",1176
"6105",64866
"6106",4053
"6107",4935
"6108",1650
"6109",9875
"6110",25926
"6111",54555
"6112",54462
"6113",3431
"6114",10631
"6115",4212
"6116",65264
"6117",4683
"6118",10465
"6119",51103
"6120",55744
"6121",55168
"6122",6183
"6123",8175
"6124",29775
"6125",5977
"6126",54762
"6127",2887
"6128",51526
"6129",5660
"6130",1472
"6131",55793
"6132",7286
"6133",133
"6134",2060
"6135",9706
"6136",10413
"6137",8706
"6138",3661
"6139",23331
"6140",6926
"6141",23212
"6142",27440
"6143",7162
"6144",57149
"6145",30849
"6146",23011
"6147",9961
"6148",8924
"6149",1452
"6150",25878
"6151",55239
"6152",23480
"6153",79022
"6154",2353
"6155",23165
"6156",8879
"6157",65124
"6158",23008
"6159",4057
"6160",3454
"6161",79058
"6162",30008
"6163",8883
"6164",5264
"6165",5714
"6166",54480
"6167",10607
"6168",29844
"6169",60625
"6170",8882
"6171",79719
"6172",2131
